	Subject	Predicate	Object	Pubmed	Title	Evidence
590	a(CHEBI:9516 ! thapsigargin)	increases	p(PFAM:PF00803 ! 3a)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The spliced XBP-1 RNA was not observed in vector control or 3a expressing cells, but was present in cells treated with thapsigargin, a chemical inducer of ER stress (XREF_FIG).
546	"bp(MESH:D014764 ! ""Viral Proteins"")"	increases	"bp(MESH:D059865 ! ""Endoplasmic Reticulum Stress"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The hepatitis C virus ( HCV ) expresses viral proteins that cause ER stress [ 67 ] , and HCV-induced UPR promotes IFNAR1 phosphorylation , ubiquitination and downregulation [ 31 ] .
61	p(PFAM:PF00803 ! 3a)	increases	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The SARS-CoV 3a Protein Induces ER Stress.
36	p(PFAM:PF00803 ! 3A)	increases	p(HGNC:3255 ! EIF2AK3)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Since the 3a protein also activated PERK and its downstream effectors, we tested the effects of this viral protein on IFNAR1.
666	p(UP:P27739 ! P27739)	increases	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Interestingly, another protein of this virus, the Orf2 protein, was earlier shown to cause ER stress XREF_BIBR.
142	p(HGNC:2726 ! DDIT3)	increases	p(HGNC:786 ! ATF4)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Only the PERK pathway was found to be activated in 3a expressing cells based on (1) increased phosphorylation of eukaryotic initiation factor 2 alpha (eIF2alpha) and inhibitory effects of a dominant negative form of eIF2alpha on GRP78 promoter activity, (2) increased translation of activating transcription factor 4 (ATF4) mRNA, and (3) ATF4 dependent activation of the C/EBP homologous protein (CHOP) gene promoter.
143	p(HGNC:2726 ! DDIT3)	increases	bp(MESH:D003643 ! Death)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The CHOP mediated death signal is finally transmitted to the mitochondria, which functions as an integrator and amplifier of the death pathway but the other mechanistic details of CHOP action are still unclear XREF_BIBR.
42	p(HGNC:3255 ! EIF2AK3)	increases	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	On activation, the PERK kinase causes phosphorylation of eIF2alpha, which leads to reduced translation of cellular proteins, but stimulates expression of ER molecular chaperones such as GRP78 and GRP94 XREF_BIBR.
149	p(HGNC:3449 ! ERN1)	increases	p(HGNC:11741 ! TFAM)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The UPR is a complex pathway that is mediated by three distinct signaling tracks initiated by the sensors inositol requiring enzyme 1 (IRE-1), activating transcription factor 6 (ATF6) and PKR like ER kinase (PERK) XREF_BIBR.
150	p(HGNC:3449 ! ERN1)	increases	p(HGNC:11741 ! TFAM)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Since ER stress can cause differential modulation of the unfolded protein response (UPR), which includes the inositol requiring enzyme 1 (IRE-1), activating transcription factor 6 (ATF6) and PKR like ER kinase (PERK) pathways, these were individually tested in 3a expressing cells.
155	p(HGNC:5238 ! HSPA5)	increases	"a(TEXT:""luciferase reporter construct"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	A luciferase reporter construct driven by the grp78 promoter and either plasmid pSGI, pEGFP, pEYFP (vector controls) or pSGI-3a-HA, pEGFP-Vpu, pEGFP-Orf3 or pEYFP-Nef were transiently transfected into Huh7 cells.
156	p(HGNC:5238 ! HSPA5)	increases	"p(HGNC:39025 ! ""ERVK-18"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The HIV-1 Vpu protein being a type I transmembrane protein xref caused grp78 promoter activation but it did not significantly affect downstream effectors of the PERK pathway.
80	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:12028 ! HSP90B1)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Activation of the grp94 promoter by the SARS-CoV 3a protein was also tested in Huh7 and COS cells.
157	p(HGNC:786 ! ATF4)	increases	p(HGNC:2726 ! DDIT3)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Only the PERK pathway was found to be activated in 3a-expressing cells based on (1) increased phosphorylation of eukaryotic initiation factor 2 alpha (eIF2α) and inhibitory effects of a dominant-negative form of eIF2α on GRP78 promoter activity, (2) increased translation of activating transcription factor 4 (ATF4) mRNA, and (3) ATF4-dependent activation of the C/EBP homologous protein (CHOP) gene promoter.
158	p(HGNC:786 ! ATF4)	increases	p(HGNC:2726 ! DDIT3)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Only the PERK pathway was found to be activated in 3a-expressing cells based on (1) increased phosphorylation of eukaryotic initiation factor 2 alpha (eIF2alpha) and inhibitory effects of a dominant-negative form of eIF2alpha on GRP78 promoter activity, (2) increased translation of activating transcription factor 4 (ATF4) mRNA, and (3) ATF4-dependent activation of the C/EBP homologous protein (CHOP) gene promoter.
161	p(HGNC:791 ! ATF6)	increases	p(HGNC:11741 ! TFAM)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The UPR is a complex pathway that is mediated by three distinct signaling tracks initiated by the sensors inositol requiring enzyme 1 (IRE-1), activating transcription factor 6 (ATF6) and PKR like ER kinase (PERK) XREF_BIBR.
162	p(HGNC:791 ! ATF6)	increases	p(HGNC:11741 ! TFAM)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Since ER stress can cause differential modulation of the unfolded protein response (UPR), which includes the inositol requiring enzyme 1 (IRE-1), activating transcription factor 6 (ATF6) and PKR like ER kinase (PERK) pathways, these were individually tested in 3a expressing cells.
171	"a(CHEBI:28262 ! ""dimethyl sulfoxide"")"	increases	"a(CHEBI:90705 ! ""SB 203580"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	One set of transfected cultures was treated with SB203580, while the other was treated with the vehicle (DMSO).
133	p(HGNC:2726 ! DDIT3)	increases	p(PFAM:PF00803 ! 3a)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	There was an ~ 4-fold increase in CHOP promoter activity in 3a expressing cells (XREF_FIG); the other viral proteins showed variable results.
340	"p(HGNC:39025 ! ""ERVK-18"")"	increases	p(HGNC:5238 ! HSPA5)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The HIV-1 Vpu protein being a type I transmembrane protein XREF_BIBR caused grp78 promoter activation but it did not significantly affect downstream effectors of the PERK pathway.
35	p(PFAM:PF00803 ! 3A)	increases	p(HGNC:3255 ! EIF2AK3)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The 3a Protein Differentially Activates the PERK but Not the IRE-1 and ATF6 Branches of UPR.
451	"a(TEXT:""pEGFP-Orf3"")"	increases	"a(TEXT:""luciferase reporter construct"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	A luciferase reporter construct driven by the grp78 promoter and either plasmid pSGI, pEGFP, pEYFP (vector controls) or pSGI-3a-HA, pEGFP-Vpu, pEGFP-Orf3 or pEYFP-Nef were transiently transfected into Huh7 cells.
134	p(HGNC:2726 ! DDIT3)	increases	p(PFAM:PF00803 ! 3a)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Luciferase assays carried out on cell lysates did not reveal any significant effect of SB203580 on the activity of the CHOP promoter in 3a expressing cells at concentrations that inhibit p38 activity (XREF_FIG).
19	p(UP:P0DTC2 ! P0DTC2)	increases	"bp(MESH:D059865 ! ""Endoplasmic Reticulum Stress"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	During viral replication , substantial amounts of viral transmembrane glycoproteins such as the spike ( S ) and matrix ( M ) proteins are produced [ 32 ] , of which the S protein induces ER stress [ 4 ] .
60	p(PFAM:PF00803 ! 3a)	increases	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	These results using two different ER sensor reporters, multiple cell lines and other viral proteins as controls, suggest that the 3a protein causes ER stress.
116	p(PFAM:PF00803 ! 3a)	decreases	p(HGNC:5432 ! IFNAR1)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	We propose here that the 3a protein of SARS-CoV induces degradation of IFNAR1 and elicits apoptotic conditions by transcriptional upregulation of CHOP through differential activation of the PERK arm of UPR.
59	p(PFAM:PF00803 ! 3a)	increases	p(FPLX:p38 ! p38)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	We showed earlier that the 3a protein activates p38 MAPK and is proapoptotic XREF_BIBR.
135	p(HGNC:2726 ! DDIT3)	increases	"a(TEXT:""luciferase reporter construct"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The activity of the CHOP promoter was also assayed in cells cotransfected with the pSGI-3a-HA expression construct (or pSGI) and a luciferase reporter construct driven by CHOP promoter.
137	p(HGNC:2726 ! DDIT3)	increases	"bp(GO:""GO:0006412"" ! translation)"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Only the PERK pathway was found to be activated in 3a expressing cells based on (1) increased phosphorylation of eukaryotic initiation factor 2 alpha (eIF2alpha) and inhibitory effects of a dominant negative form of eIF2alpha on GRP78 promoter activity, (2) increased translation of activating transcription factor 4 (ATF4) mRNA, and (3) ATF4 dependent activation of the C/EBP homologous protein (CHOP) gene promoter.
446	p(HGNC:8101 ! OCA2)	increases	"a(TEXT:""luciferase reporter construct"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	A luciferase reporter construct driven by the grp78 promoter and either plasmid pSGI, pEGFP, pEYFP (vector controls) or pSGI-3a-HA, pEGFP-Vpu, pEGFP-Orf3 or pEYFP-Nef were transiently transfected into Huh7 cells.
56	p(PFAM:PF00803 ! 3a)	increases	a(TEXT:UPR)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The 3a Protein Differentially Activates the PERK but Not the IRE-1 and ATF6 Branches of UPR.
215	p(HGNC:9437 ! EIF2AK2)	increases	p(HGNC:11741 ! TFAM)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Since ER stress can cause differential modulation of the unfolded protein response (UPR), which includes the inositol requiring enzyme 1 (IRE-1), activating transcription factor 6 (ATF6) and PKR like ER kinase (PERK) pathways, these were individually tested in 3a expressing cells.
339	"p(HGNC:39025 ! ""ERVK-18"")"	increases	"bp(GO:""GO:0006915"" ! ""apoptotic process"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Since the 3a protein of SARS-CoV is also a transmembrane protein that localizes to the ER-Golgi region and plasma membranes of cells and induces apoptosis, we studied its effects on ER stress and UPR.
455	"a(TEXT:""pSGI-3a-HA"")"	increases	"a(TEXT:""luciferase reporter construct"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	A luciferase reporter construct driven by the grp78 promoter and either plasmid pSGI, pEGFP, pEYFP (vector controls) or pSGI-3a-HA, pEGFP-Vpu, pEGFP-Orf3 or pEYFP-Nef were transiently transfected into Huh7 cells.
